age,sex,race,priors_count,c_charge_degree,two_year_recid
21,Male,African-American,1,F,1
21,Female,African-American,0,F,1
27,Female,Caucasian,0,F,1
22,Male,African-American,0,F,0
28,Male,African-American,4,F,0
26,Male,African-American,0,M,0
23,Male,Other,0,M,1
34,Male,Caucasian,0,F,0
22,Male,African-American,3,F,0
30,Male,Other,5,F,1
44,Male,Caucasian,5,F,0
57,Male,Caucasian,1,F,0
22,Male,African-American,0,F,1
34,Male,African-American,0,F,0
24,Male,African-American,7,F,1
20,Male,Caucasian,0,F,0
35,Male,Caucasian,2,F,0
53,Male,Hispanic,1,M,1
60,Male,African-American,13,F,0
22,Female,African-American,2,F,0
43,Male,Hispanic,0,M,0
72,Male,Caucasian,7,F,0
33,Male,African-American,3,F,1
24,Male,African-American,1,F,1
60,Male,African-American,0,F,0
24,Male,Caucasian,3,F,1
43,Male,Other,2,M,0
30,Male,African-American,1,M,0
43,Female,Caucasian,0,M,0
48,Male,Hispanic,1,M,0
54,Male,Other,0,M,0
45,Male,African-American,1,M,0
36,Male,Other,0,F,0
31,Male,Caucasian,1,M,0
40,Male,African-American,0,M,0
50,Male,Caucasian,1,F,0
26,Female,Other,1,M,0
41,Male,African-American,7,F,0
34,Male,Caucasian,5,F,1
28,Female,Caucasian,0,F,0
30,Male,African-American,1,F,0
23,Male,Caucasian,2,F,1
37,Female,Hispanic,0,M,1
35,Male,Hispanic,5,M,0
21,Male,Caucasian,1,F,1
45,Male,African-American,1,F,0
22,Female,African-American,2,M,1
29,Male,African-American,6,F,1
30,Female,African-American,0,M,0
45,Male,Caucasian,3,M,1
24,Female,African-American,2,F,0
31,Male,Caucasian,4,F,1
56,Male,Caucasian,0,M,0
44,Female,Hispanic,4,F,1
24,Male,African-American,14,F,1
38,Male,African-American,11,F,0
51,Male,African-American,22,F,1
22,Male,Caucasian,0,F,0
28,Male,African-American,5,M,0
47,Male,African-American,19,F,1
51,Male,African-American,0,M,1
25,Male,Caucasian,1,M,0
53,Male,Hispanic,1,F,0
30,Male,African-American,0,F,0
33,Male,Caucasian,0,F,1
35,Male,African-American,5,F,1
33,Female,African-American,0,F,0
65,Male,African-American,11,F,0
59,Male,Other,1,M,0
37,Female,African-American,4,M,0
33,Female,Caucasian,1,F,0
27,Male,African-American,2,F,1
29,Female,African-American,9,F,1
26,Male,Native American,11,F,1
24,Male,African-American,3,F,1
43,Male,African-American,5,F,0
37,Male,African-American,11,M,1
53,Male,African-American,13,F,0
43,Male,African-American,4,F,0
26,Male,African-American,4,F,1
30,Female,Caucasian,1,M,0
27,Male,African-American,6,F,1
39,Male,Caucasian,9,F,1
37,Male,Caucasian,4,M,1
22,Male,Caucasian,3,M,1
25,Male,Caucasian,0,F,0
26,Male,Hispanic,1,F,0
28,Female,Caucasian,0,M,0
25,Male,African-American,0,M,1
58,Male,Caucasian,1,F,0
29,Female,Caucasian,1,M,1
33,Male,African-American,8,F,0
38,Male,African-American,0,F,0
38,Male,Caucasian,2,F,0
59,Male,African-American,22,F,1
29,Male,Other,4,M,1
57,Male,African-American,9,F,0
53,Male,Caucasian,0,M,1
33,Male,African-American,2,F,1
58,Male,Caucasian,1,M,0
51,Male,Caucasian,1,M,0
25,Male,African-American,11,F,1
53,Male,Caucasian,2,F,0
32,Male,Caucasian,0,M,1
35,Male,African-American,6,F,1
39,Male,Caucasian,1,F,0
36,Male,Hispanic,1,M,0
42,Female,Caucasian,5,M,1
37,Male,African-American,0,M,0
39,Male,Caucasian,0,F,0
52,Female,Caucasian,3,M,0
60,Male,Other,1,M,0
37,Male,Hispanic,2,M,0
42,Male,Caucasian,4,F,1
44,Male,Hispanic,0,M,1
23,Male,African-American,6,F,1
42,Female,African-American,0,M,1
28,Female,Caucasian,2,F,0
28,Male,African-American,5,F,0
38,Male,Caucasian,12,F,0
43,Female,African-American,2,F,1
42,Male,African-American,0,F,0
25,Female,Caucasian,0,M,0
32,Male,African-American,7,F,1
21,Male,African-American,0,F,1
35,Female,Caucasian,1,M,0
37,Male,Caucasian,0,F,0
33,Female,African-American,2,F,0
51,Female,Caucasian,4,F,0
39,Male,Caucasian,3,F,0
35,Male,Hispanic,5,M,1
40,Male,African-American,3,F,0
32,Male,African-American,17,F,1
18,Male,Caucasian,4,F,1
32,Male,Caucasian,3,F,1
37,Male,Other,0,M,0
32,Male,African-American,10,F,1
47,Male,Caucasian,5,M,1
23,Female,Caucasian,0,M,0
63,Male,Caucasian,10,F,1
38,Male,African-American,16,F,1
32,Male,African-American,6,M,1
31,Male,African-American,4,F,1
23,Male,African-American,0,F,0
38,Male,Hispanic,1,M,0
47,Female,Caucasian,0,M,0
33,Male,Caucasian,1,F,1
22,Male,Caucasian,1,F,0
26,Male,Caucasian,1,M,0
40,Male,Caucasian,0,M,1
36,Male,African-American,14,F,1
65,Female,Caucasian,0,M,0
44,Male,Caucasian,4,M,1
22,Female,African-American,0,M,0
34,Male,Hispanic,0,M,0
38,Female,Hispanic,0,F,0
26,Female,Caucasian,4,F,1
20,Male,Hispanic,0,M,1
49,Male,Hispanic,0,F,0
56,Male,African-American,7,F,0
52,Male,Caucasian,2,F,1
25,Male,Other,2,M,1
34,Male,African-American,5,F,0
33,Male,African-American,1,M,1
21,Male,African-American,1,F,0
46,Male,African-American,9,F,0
22,Male,African-American,2,M,1
57,Male,Caucasian,1,M,0
22,Male,African-American,2,F,1
48,Female,Caucasian,1,M,1
40,Male,African-American,21,F,0
30,Female,African-American,1,F,0
21,Male,Caucasian,4,M,1
39,Female,African-American,22,F,1
27,Male,Caucasian,13,F,1
33,Female,Caucasian,0,M,1
24,Male,African-American,0,F,0
43,Male,African-American,0,F,1
45,Female,Caucasian,0,M,0
51,Male,African-American,3,F,0
35,Female,African-American,2,F,1
31,Male,African-American,9,M,1
27,Male,Caucasian,0,M,0
32,Male,African-American,1,F,0
49,Male,Caucasian,0,M,0
29,Male,African-American,2,F,0
23,Male,African-American,2,F,1
30,Male,Asian,6,M,0
55,Male,African-American,12,F,1
30,Male,Caucasian,0,M,0
34,Male,African-American,13,F,1
56,Male,Caucasian,2,F,0
33,Male,African-American,4,F,0
28,Male,African-American,1,M,0
29,Male,African-American,1,F,0
38,Male,Caucasian,0,M,0
37,Male,Caucasian,0,F,0
33,Female,Caucasian,0,M,1
30,Male,Hispanic,0,F,0
51,Male,African-American,19,F,0
65,Male,African-American,7,M,0
32,Female,African-American,1,M,0
38,Male,Caucasian,5,F,1
35,Male,African-American,1,F,0
57,Male,Caucasian,1,F,0
26,Male,Caucasian,1,F,0
23,Female,Hispanic,7,M,1
36,Female,African-American,4,M,1
33,Female,Hispanic,2,F,1
35,Male,Caucasian,3,F,1
33,Male,African-American,0,F,0
47,Male,Caucasian,0,M,0
53,Female,Hispanic,0,M,0
31,Male,Other,6,F,0
35,Male,Caucasian,1,M,1
36,Female,African-American,1,F,1
25,Female,Caucasian,0,M,0
52,Male,Hispanic,10,F,0
23,Male,Hispanic,3,M,1
34,Male,African-American,7,M,0
51,Male,Caucasian,6,F,1
24,Male,African-American,8,F,1
32,Male,Caucasian,0,F,1
43,Male,African-American,8,F,1
45,Male,African-American,20,M,0
42,Male,African-American,10,M,1
22,Male,African-American,1,F,1
49,Male,African-American,4,F,0
42,Male,African-American,0,F,1
40,Male,Caucasian,0,M,1
25,Male,African-American,2,F,1
25,Male,Caucasian,0,M,1
23,Male,African-American,0,F,0
21,Male,Caucasian,2,F,1
31,Male,Caucasian,3,M,0
28,Female,African-American,0,M,0
24,Male,African-American,11,F,1
45,Male,Caucasian,0,F,0
23,Male,African-American,2,M,1
39,Male,African-American,7,F,1
25,Male,Caucasian,2,F,0
24,Male,African-American,1,F,0
46,Male,Caucasian,1,F,0
47,Male,Caucasian,3,F,0
54,Male,Caucasian,2,M,1
22,Male,African-American,1,M,1
34,Female,Caucasian,0,M,0
33,Male,Caucasian,0,M,1
27,Male,Caucasian,1,M,0
29,Male,African-American,16,F,1
34,Male,Hispanic,3,M,0
32,Male,African-American,1,F,0
29,Male,African-American,0,M,0
25,Female,Caucasian,2,M,1
34,Male,Caucasian,16,F,1
55,Female,African-American,1,F,0
27,Male,African-American,0,F,1
26,Male,African-American,0,M,0
39,Male,African-American,19,F,1
24,Male,African-American,1,F,0
29,Male,Caucasian,0,M,0
31,Female,Caucasian,3,F,1
50,Male,African-American,13,F,1
25,Male,Hispanic,2,F,1
31,Male,African-American,4,F,1
31,Male,Other,0,M,0
26,Male,Caucasian,2,F,0
54,Male,Caucasian,2,F,0
33,Male,African-American,14,F,1
22,Male,African-American,0,M,1
35,Male,African-American,8,F,0
30,Female,Other,4,F,1
25,Male,African-American,0,F,0
25,Male,African-American,0,F,0
44,Male,African-American,0,F,1
29,Female,Caucasian,2,F,1
46,Male,Caucasian,2,F,1
53,Male,Caucasian,0,M,0
24,Male,African-American,2,F,1
52,Female,African-American,2,F,1
27,Male,African-American,0,M,1
41,Male,Caucasian,0,F,0
21,Female,African-American,0,F,1
24,Male,Caucasian,1,F,0
38,Male,Caucasian,8,F,0
23,Male,Caucasian,0,M,0
42,Male,African-American,0,F,0
32,Male,Caucasian,4,F,0
24,Male,Hispanic,3,M,1
24,Male,African-American,5,F,1
26,Male,African-American,4,F,1
50,Male,Caucasian,9,F,1
32,Female,African-American,3,M,0
40,Male,African-American,13,F,0
25,Male,Caucasian,1,M,1
42,Male,Hispanic,1,F,0
27,Male,African-American,2,F,0
23,Male,Caucasian,0,F,1
37,Male,African-American,22,M,1
32,Male,African-American,1,M,1
38,Male,African-American,2,M,1
52,Male,Caucasian,4,M,1
29,Male,Caucasian,2,F,0
28,Male,African-American,7,M,1
49,Male,African-American,0,M,0
50,Male,Caucasian,0,F,0
26,Male,Caucasian,2,F,1
34,Female,Caucasian,0,F,1
28,Female,Caucasian,1,F,0
36,Male,Caucasian,4,F,1
45,Male,African-American,1,F,1
30,Male,African-American,0,F,1
24,Male,African-American,3,F,1
25,Male,African-American,0,M,1
25,Male,African-American,4,M,1
45,Male,Caucasian,2,F,0
26,Male,Caucasian,1,F,1
37,Male,Other,2,F,0
24,Male,Hispanic,0,M,0
40,Male,Caucasian,2,M,0
60,Male,Caucasian,1,M,0
33,Female,Hispanic,0,F,0
31,Male,African-American,6,F,0
53,Male,Hispanic,18,F,0
55,Male,Hispanic,0,M,0
36,Male,Caucasian,4,M,0
30,Male,Other,6,F,1
21,Male,African-American,1,F,1
55,Male,Caucasian,0,M,0
22,Male,Caucasian,1,F,1
23,Female,African-American,1,F,0
24,Female,Caucasian,7,M,1
40,Female,African-American,13,F,1
57,Male,Caucasian,9,F,1
33,Male,Caucasian,0,M,1
32,Male,Caucasian,2,F,0
47,Male,Caucasian,3,F,0
51,Male,Caucasian,6,M,1
22,Male,African-American,1,F,0
47,Male,Caucasian,2,F,0
28,Male,Caucasian,1,F,1
21,Male,African-American,1,F,1
28,Male,African-American,5,F,0
44,Female,Caucasian,1,M,1
25,Male,African-American,0,F,1
34,Male,African-American,4,M,0
65,Male,Caucasian,0,M,0
33,Male,Caucasian,5,F,1
23,Female,Caucasian,0,M,0
44,Female,Caucasian,0,M,0
21,Male,Hispanic,1,F,1
24,Male,African-American,1,M,0
51,Male,Caucasian,1,M,0
21,Female,African-American,0,F,1
39,Male,Caucasian,6,F,0
29,Male,African-American,29,F,1
24,Male,Caucasian,1,F,0
23,Female,African-American,0,F,1
31,Male,African-American,11,F,1
35,Female,African-American,0,M,0
30,Male,Other,0,F,0
34,Male,Caucasian,8,F,0
39,Female,African-American,4,F,0
29,Male,African-American,6,M,0
51,Male,Caucasian,0,M,0
22,Male,Caucasian,1,F,0
29,Male,Caucasian,2,F,0
35,Male,Caucasian,8,F,1
32,Male,Caucasian,6,F,1
33,Male,Caucasian,3,M,1
58,Male,Caucasian,5,F,1
54,Male,Other,0,F,0
30,Male,African-American,3,F,0
33,Male,African-American,2,F,1
24,Male,African-American,0,F,1
48,Male,African-American,10,F,0
23,Male,African-American,0,M,0
23,Male,Caucasian,2,F,1
47,Male,Asian,1,M,0
21,Male,Other,0,F,0
29,Male,African-American,0,M,1
48,Male,Caucasian,2,F,0
37,Male,Caucasian,4,M,1
50,Male,Caucasian,3,F,0
19,Male,African-American,3,F,1
39,Male,Caucasian,2,M,0
49,Male,African-American,13,F,0
58,Male,Caucasian,2,F,0
31,Male,African-American,6,F,0
23,Male,African-American,1,M,0
23,Female,African-American,0,F,1
31,Male,Caucasian,17,F,1
33,Male,Other,0,F,1
57,Male,Caucasian,6,F,0
31,Female,Caucasian,0,M,0
57,Male,African-American,19,F,0
57,Male,Caucasian,12,M,0
29,Male,African-American,6,M,1
30,Male,African-American,0,M,1
45,Male,African-American,11,F,0
42,Male,Caucasian,0,F,0
48,Male,Other,7,F,0
29,Male,African-American,12,F,1
23,Male,Caucasian,0,F,0
28,Female,Caucasian,0,F,0
41,Male,African-American,3,F,0
25,Male,African-American,1,M,1
34,Female,Caucasian,3,M,0
53,Male,African-American,26,F,1
28,Female,African-American,1,F,1
27,Male,African-American,0,F,0
39,Male,African-American,4,F,0
55,Female,Caucasian,6,F,0
27,Male,African-American,4,F,1
30,Male,Caucasian,7,F,1
31,Male,African-American,15,M,1
20,Male,African-American,1,M,1
26,Male,Caucasian,2,F,1
44,Male,African-American,7,F,1
33,Male,African-American,17,F,1
34,Male,Caucasian,0,F,1
27,Male,Caucasian,0,M,0
21,Male,African-American,1,F,1
29,Male,African-American,4,F,0
27,Male,African-American,7,F,0
24,Female,Caucasian,0,F,0
29,Male,African-American,0,F,1
20,Male,Caucasian,0,F,0
23,Female,Caucasian,0,F,0
48,Female,African-American,0,M,0
34,Male,African-American,0,M,1
46,Male,African-American,1,M,1
41,Female,Caucasian,3,F,0
26,Male,African-American,3,F,1
37,Male,African-American,11,F,1
54,Female,Caucasian,7,F,0
25,Female,African-American,5,M,0
22,Female,Caucasian,2,F,0
32,Male,African-American,7,F,0
44,Male,African-American,0,M,0
28,Male,African-American,1,F,0
60,Male,African-American,3,M,0
49,Male,Caucasian,0,F,0
32,Male,African-American,9,F,0
30,Male,African-American,10,M,1
52,Male,Caucasian,0,F,0
27,Female,African-American,1,M,0
34,Male,African-American,0,F,0
55,Male,African-American,5,F,1
37,Male,African-American,6,M,0
33,Male,African-American,0,M,0
22,Male,African-American,0,F,1
27,Female,African-American,0,M,0
20,Male,African-American,0,F,1
33,Male,Caucasian,0,F,0
26,Male,African-American,0,M,0
29,Male,African-American,0,M,0
32,Male,African-American,1,M,0
37,Male,Caucasian,4,M,0
31,Male,African-American,15,F,0
29,Male,African-American,6,F,1
31,Male,African-American,6,F,0
36,Female,Caucasian,2,F,0
35,Male,African-American,4,M,0
37,Female,African-American,1,F,0
34,Male,Caucasian,5,M,1
20,Male,Caucasian,1,M,1
50,Female,African-American,12,M,1
24,Male,Caucasian,8,F,1
29,Male,African-American,8,M,1
45,Female,African-American,1,F,0
34,Male,Caucasian,2,F,1
70,Male,African-American,0,M,0
26,Male,African-American,2,F,0
23,Male,African-American,4,F,0
27,Male,Caucasian,5,M,0
44,Male,Caucasian,6,F,1
23,Male,African-American,2,M,1
26,Male,African-American,0,M,0
23,Female,Caucasian,2,M,0
27,Male,African-American,3,F,1
46,Female,Caucasian,1,F,0
27,Female,African-American,1,F,0
45,Male,Caucasian,7,F,0
42,Male,African-American,1,M,0
24,Female,Caucasian,3,M,1
20,Male,African-American,2,F,1
49,Male,Caucasian,3,F,0
29,Male,Caucasian,8,M,1
29,Male,Hispanic,0,F,0
52,Female,Caucasian,1,F,0
37,Male,Hispanic,4,M,1
26,Male,African-American,1,M,0
53,Male,African-American,15,F,1
47,Male,Hispanic,1,F,0
38,Male,African-American,0,M,1
25,Male,African-American,1,F,0
21,Male,African-American,1,F,1
48,Male,African-American,0,M,0
40,Female,Caucasian,1,F,0
24,Female,Other,0,F,0
22,Male,African-American,0,F,1
36,Male,African-American,4,M,0
38,Male,Caucasian,2,M,0
23,Male,Other,0,F,1
54,Male,Other,2,M,0
24,Male,Hispanic,1,F,0
44,Female,Caucasian,0,M,1
23,Female,African-American,2,F,1
64,Male,Caucasian,0,M,0
38,Male,Caucasian,5,M,1
45,Female,Other,0,M,0
49,Male,African-American,1,F,0
45,Female,African-American,3,F,0
33,Male,Asian,0,M,0
44,Male,Hispanic,2,F,0
51,Male,African-American,3,F,0
50,Male,African-American,0,F,0
33,Male,Caucasian,2,M,0
54,Female,Caucasian,0,M,0
28,Male,Hispanic,3,F,1
33,Male,Caucasian,14,F,0
42,Male,African-American,17,M,1
34,Male,Caucasian,3,F,0
38,Male,Caucasian,2,F,1
21,Male,African-American,1,F,1
33,Male,African-American,5,F,0
32,Male,African-American,9,M,1
45,Male,Caucasian,1,M,0
30,Male,Caucasian,1,F,1
29,Female,African-American,0,F,0
44,Male,African-American,3,M,0
51,Female,Caucasian,0,M,1
28,Female,African-American,0,F,0
27,Male,Caucasian,1,F,0
28,Male,Hispanic,16,F,1
30,Female,African-American,0,F,0
32,Male,African-American,0,M,0
27,Male,Caucasian,5,F,0
21,Male,Hispanic,1,F,1
21,Male,African-American,0,F,0
34,Female,Caucasian,0,F,1
24,Male,African-American,7,F,1
32,Male,Caucasian,0,M,0
38,Female,Caucasian,5,F,1
56,Male,African-American,3,M,0
44,Female,African-American,0,M,0
31,Male,African-American,1,M,1
25,Female,Caucasian,6,F,0
20,Female,African-American,0,M,0
35,Male,African-American,1,M,0
33,Male,African-American,1,F,1
24,Male,African-American,0,M,0
40,Female,Hispanic,2,M,0
27,Male,African-American,9,F,1
21,Female,African-American,2,M,0
38,Male,African-American,9,F,1
20,Male,Caucasian,0,F,1
30,Male,African-American,9,F,1
36,Male,Caucasian,9,F,1
23,Male,African-American,2,M,1
39,Male,African-American,21,F,1
32,Male,African-American,3,M,0
29,Male,Caucasian,3,F,1
58,Male,Caucasian,2,M,1
23,Male,Hispanic,2,F,0
23,Male,Caucasian,3,M,1
68,Female,African-American,5,F,0
26,Female,Caucasian,2,M,0
51,Male,African-American,0,F,1
25,Male,African-American,0,M,0
40,Male,African-American,5,F,1
51,Male,African-American,14,F,0
27,Male,African-American,2,M,1
49,Male,African-American,11,M,1
36,Male,Other,0,M,0
28,Male,Caucasian,5,M,0
20,Male,African-American,0,F,0
21,Male,African-American,2,F,1
31,Female,African-American,0,F,0
57,Male,African-American,0,M,0
61,Female,Caucasian,8,F,1
35,Male,Hispanic,3,F,1
54,Male,African-American,3,F,1
39,Male,Caucasian,0,F,0
24,Male,African-American,1,F,0
29,Female,Hispanic,0,F,1
48,Male,African-American,8,F,1
30,Male,African-American,6,M,1
26,Male,African-American,10,F,1
36,Male,Caucasian,2,F,0
37,Male,African-American,12,F,1
26,Male,African-American,4,F,1
29,Male,African-American,7,M,1
26,Male,African-American,1,M,1
60,Male,African-American,2,F,0
27,Male,Caucasian,2,F,1
41,Male,African-American,16,F,1
22,Male,Caucasian,1,F,0
28,Male,African-American,3,F,0
33,Male,African-American,13,F,1
28,Male,African-American,2,F,0
55,Male,Caucasian,0,M,1
21,Male,African-American,6,F,1
28,Male,Hispanic,2,F,1
22,Female,Hispanic,0,M,0
29,Female,Caucasian,6,F,1
45,Male,African-American,5,F,0
24,Male,African-American,2,M,1
50,Male,African-American,12,F,1
24,Male,African-American,1,M,1
47,Male,African-American,1,F,0
57,Male,Caucasian,1,M,0
54,Male,Caucasian,6,F,0
42,Female,Caucasian,0,M,0
35,Male,Caucasian,5,F,0
30,Male,African-American,0,F,1
53,Male,Caucasian,1,F,0
31,Female,African-American,2,M,0
83,Male,Caucasian,4,F,0
46,Male,Hispanic,15,F,0
31,Male,African-American,0,F,1
23,Male,Other,4,F,0
47,Male,African-American,9,F,0
31,Male,Hispanic,4,F,0
50,Male,African-American,0,M,0
24,Male,African-American,9,M,1
22,Female,African-American,2,F,0
45,Male,Hispanic,1,M,0
30,Female,African-American,2,F,0
30,Male,Other,5,M,1
36,Male,African-American,4,M,0
43,Female,Caucasian,22,M,1
50,Male,African-American,0,M,0
24,Female,Other,2,F,1
42,Female,Caucasian,3,F,0
29,Female,Caucasian,1,F,1
28,Female,Hispanic,2,F,0
31,Male,Hispanic,0,M,0
25,Male,African-American,5,F,1
36,Male,African-American,4,F,0
24,Male,African-American,1,M,1
28,Male,Caucasian,5,F,0
31,Male,Caucasian,0,M,1
23,Male,African-American,0,F,0
29,Male,Caucasian,4,M,1
51,Male,African-American,11,M,1
34,Male,African-American,1,F,0
29,Male,African-American,12,F,1
39,Male,African-American,13,F,1
36,Female,Hispanic,0,M,0
59,Male,African-American,15,M,1
23,Male,African-American,3,F,1
31,Male,African-American,15,F,0
53,Male,Caucasian,0,M,0
34,Male,African-American,12,F,0
63,Female,African-American,1,F,0
21,Male,Other,0,F,1
21,Female,African-American,0,F,1
47,Male,Caucasian,28,F,1
34,Male,African-American,7,F,1
43,Male,African-American,1,M,0
58,Male,Caucasian,4,F,1
40,Female,Hispanic,4,F,1
36,Male,African-American,16,F,1
23,Female,African-American,0,M,0
34,Male,African-American,5,F,1
56,Male,Caucasian,13,F,0
52,Female,Caucasian,0,F,0
56,Male,African-American,0,F,0
37,Female,African-American,0,M,0
50,Female,Caucasian,0,M,0
25,Male,African-American,1,F,1
22,Male,African-American,0,F,1
43,Female,Caucasian,0,M,1
30,Male,Caucasian,1,M,0
29,Male,Asian,0,F,0
24,Male,Caucasian,0,F,0
29,Male,African-American,7,M,1
27,Female,Caucasian,3,F,0
24,Female,Caucasian,0,F,0
74,Female,African-American,0,F,0
27,Male,African-American,8,M,1
37,Male,Hispanic,1,F,1
39,Male,African-American,8,F,1
29,Male,Caucasian,5,F,0
25,Male,African-American,0,M,1
35,Female,African-American,5,F,0
29,Male,African-American,1,M,1
36,Male,Caucasian,1,F,0
61,Male,African-American,13,F,1
26,Male,Caucasian,2,F,0
28,Male,African-American,1,M,0
26,Female,African-American,1,F,0
39,Female,Caucasian,11,F,1
22,Male,African-American,3,F,1
28,Male,Caucasian,0,F,0
51,Male,Caucasian,1,F,1
35,Female,Hispanic,0,M,0
23,Female,African-American,0,M,0
29,Male,African-American,6,F,1
20,Male,Other,0,F,1
24,Male,African-American,1,M,1
23,Female,Hispanic,2,M,0
33,Female,African-American,5,F,0
21,Male,Caucasian,1,F,1
59,Male,Caucasian,3,M,0
26,Male,Caucasian,4,F,1
36,Male,Caucasian,0,M,0
38,Male,Other,2,F,0
19,Male,Caucasian,5,M,1
28,Male,Hispanic,2,F,0
23,Male,Hispanic,2,F,1
21,Male,African-American,1,F,1
52,Male,African-American,0,M,1
56,Male,African-American,12,F,1
40,Male,Caucasian,1,M,0
48,Female,Caucasian,8,M,1
24,Male,African-American,2,M,0
26,Female,African-American,0,F,0
59,Male,African-American,5,M,0
66,Male,Caucasian,1,F,1
54,Female,African-American,6,F,0
31,Male,Caucasian,4,M,1
34,Male,Caucasian,0,F,0
25,Male,African-American,9,F,1
47,Male,Caucasian,2,F,0
51,Male,African-American,12,F,1
25,Male,Caucasian,1,F,0
25,Male,Other,0,F,1
31,Female,African-American,2,F,1
44,Male,Hispanic,2,F,1
36,Male,Caucasian,1,F,0
77,Male,Caucasian,3,F,0
49,Male,Caucasian,0,M,0
31,Male,African-American,0,F,0
30,Male,Caucasian,1,F,0
29,Male,African-American,3,F,1
53,Female,Caucasian,6,F,1
21,Male,African-American,1,F,1
21,Male,African-American,0,F,0
27,Female,African-American,1,F,1
65,Female,African-American,0,F,0
59,Female,Caucasian,0,M,0
59,Male,African-American,0,M,0
24,Male,African-American,0,M,0
40,Male,African-American,0,F,0
51,Male,African-American,0,F,1
34,Male,African-American,10,F,1
30,Male,Hispanic,1,F,1
52,Male,African-American,1,F,0
29,Male,Caucasian,1,F,1
24,Male,African-American,15,F,1
38,Male,African-American,2,F,1
22,Female,African-American,0,F,0
43,Male,African-American,0,F,0
32,Male,Caucasian,5,F,1
55,Male,African-American,0,F,0
26,Male,African-American,2,F,0
23,Male,Caucasian,1,M,0
47,Female,Other,0,F,0
28,Male,Caucasian,1,M,1
27,Male,Hispanic,0,F,1
61,Male,Hispanic,2,F,1
26,Male,African-American,0,F,0
41,Male,Hispanic,1,M,0
28,Female,Caucasian,1,M,1
43,Male,African-American,0,F,1
30,Male,Caucasian,3,F,0
33,Male,African-American,21,M,1
21,Male,Caucasian,0,M,0
32,Female,Caucasian,0,M,0
22,Male,African-American,1,F,1
51,Male,African-American,3,F,0
20,Male,African-American,2,F,1
35,Male,Caucasian,2,F,0
37,Female,African-American,3,F,0
28,Male,African-American,0,M,1
41,Male,Caucasian,3,M,1
24,Male,African-American,0,M,1
33,Female,African-American,3,M,0
25,Male,African-American,4,F,1
30,Female,Caucasian,4,F,0
20,Male,African-American,1,F,1
42,Female,African-American,1,F,0
40,Female,African-American,15,F,1
39,Male,African-American,0,F,1
21,Male,African-American,0,F,0
39,Male,Caucasian,2,F,1
24,Male,Caucasian,0,F,0
41,Male,African-American,0,F,0
39,Male,African-American,1,F,0
24,Female,African-American,3,F,0
24,Female,African-American,1,F,0
29,Male,African-American,0,M,1
39,Male,African-American,35,F,0
25,Male,Caucasian,2,M,1
23,Female,Caucasian,0,F,1
22,Male,African-American,1,F,1
26,Female,Other,4,M,1
26,Male,African-American,3,M,1
24,Female,African-American,3,M,1
44,Male,African-American,0,M,0
36,Male,Caucasian,1,F,1
39,Male,Caucasian,10,F,1
42,Male,Caucasian,0,F,0
45,Male,Caucasian,1,M,0
25,Male,African-American,7,F,1
28,Female,Caucasian,7,F,0
33,Male,Caucasian,0,F,0
25,Male,Caucasian,0,M,0
32,Male,African-American,5,F,0
23,Male,African-American,0,F,0
39,Male,Caucasian,0,M,0
27,Male,African-American,12,F,1
35,Female,Caucasian,4,M,0
23,Male,African-American,1,F,0
38,Female,African-American,0,M,0
30,Male,African-American,4,F,0
30,Male,Caucasian,1,F,0
30,Female,Caucasian,0,M,0
26,Male,African-American,18,F,1
31,Male,African-American,2,F,0
41,Female,Caucasian,1,M,0
34,Male,Other,0,F,0
25,Female,African-American,0,M,0
26,Female,Caucasian,1,F,0
38,Male,African-American,2,F,1
37,Female,African-American,0,M,0
34,Male,Caucasian,3,M,0
44,Male,Hispanic,7,F,1
38,Female,Hispanic,0,F,0
31,Female,African-American,0,M,0
29,Female,Caucasian,0,M,0
20,Male,Caucasian,1,F,1
22,Male,African-American,0,F,0
51,Female,Hispanic,0,M,0
24,Male,African-American,2,M,1
47,Male,African-American,0,F,1
36,Female,African-American,1,F,1
21,Male,African-American,1,M,0
25,Male,African-American,3,M,1
23,Male,African-American,5,F,1
23,Male,Other,0,M,0
24,Female,Caucasian,0,M,0
35,Male,Caucasian,2,F,1
23,Female,Hispanic,0,M,0
19,Female,African-American,0,M,1
32,Male,Caucasian,0,F,1
39,Female,Caucasian,0,M,1
30,Male,African-American,12,F,1
33,Male,African-American,2,F,0
20,Male,Caucasian,0,M,1
36,Female,Caucasian,0,M,0
61,Male,Hispanic,1,F,0
29,Male,African-American,8,F,1
40,Female,Caucasian,0,F,0
53,Male,African-American,4,F,0
28,Female,Caucasian,0,M,0
38,Male,Hispanic,2,M,0
27,Male,African-American,9,F,1
55,Male,Caucasian,0,F,0
22,Male,African-American,1,M,0
34,Female,African-American,1,F,0
55,Male,Caucasian,1,M,0
24,Male,Hispanic,2,F,0
47,Female,African-American,21,M,1
41,Male,Other,0,M,0
41,Male,Hispanic,0,F,0
61,Male,African-American,12,F,0
57,Male,African-American,3,F,0
38,Female,Caucasian,2,M,0
25,Male,Caucasian,13,F,1
23,Male,African-American,0,F,1
23,Male,Caucasian,3,F,0
20,Male,African-American,0,F,0
44,Male,Caucasian,1,F,0
38,Female,Caucasian,1,M,0
56,Male,African-American,5,F,1
43,Male,Caucasian,2,F,1
22,Male,African-American,0,F,1
